move_doc_number,sku,from_slot_code,quantity_to_pick,store_code,so_no,date_created,sequence_no,group_name,quantity_moved
166,4800575110373,PCK00001,93.00,30,10134,131212,1
167,37600130783,PCK00001,2.00,1,10381,131212,1
168,37600130783,PCK00001,2.00,2,10382,131212,1
169,50604159,PCK00001,100.00,1,10383,131212,1
170,50604159,PCK00001,100.00,2,10384,131212,1,100.00
171,4801981112005,PCK00001,24.00,26,10387,131212,1,24.00
171,4800602024833,PCK00001,24.00,26,10387,131212,2,24.00
172,50604159,PCK00001,100.00,20,10389,131212,1
174,4800602012939,PCK00001,5.00,26,10394,140204,1,5.00
174,4800099101048,PCK00001,5.00,26,10394,140204,2,5.00
175,4801981112968,PCK00001,3.00,26,10398,140204,1,3.00
175,4801981120963,PCK00001,3.00,26,10398,140204,2,3.00
176,4801981112005,PCK00001,8.00,26,10397,140204,1
176,4801981112968,PCK00001,8.00,26,10397,140204,2
176,4801981120963,PCK00001,24.00,26,10397,140204,3
177,4801958145005,PCK00001,5.00,2,10401,140204,1,5.00
177,4801958390108,PCK00001,5.00,2,10401,140204,2,5.00
178,4801958145005,PCK00001,5.00,2,10402,140204,1,5.00
178,4801958390108,PCK00001,5.00,2,10402,140204,2,5.00
179,4801958145005,PCK00001,5.00,2,10403,140204,1,5.00
179,4801958390108,PCK00001,5.00,2,10403,140204,2,5.00
181,4800818807503,PCK00001,4.00,26,10405,140213,1
184,4800575883000,PCK00001,48.00,1,10408,140213,1
185,4800575883505,PCK00001,48.00,1,10408,140213,1,48.00
188,4800014144082,PCK00001,24.00,26,10447,140214,1,24.00
189,4800014147083,PCK00001,35.00,26,10447,140214,1,35.00
190,4800014144082,PCK00001,12.00,26,10448,140214,1,12.00
190,4800014147083,PCK00001,15.00,26,10448,140214,2,15.00
191,4800014144082,PCK00001,24.00,18,10449,140214,1,24.00
192,4800014147083,PCK00001,35.00,18,10449,140214,1,35.00
201,4803925033100,PCK00001,5.00,26,10409,140424,1,TESTSCHE,5.00
201,4800014148080,PCK00001,35.00,26,10419,140424,2,TESTSCHE,35.00
202,4800014141081,PCK00001,24.00,26,10419,140424,1,TESTSCHE
202,4800611411471,PCK00001,24.00,26,10423,140424,2,TESTSCHE
203,4800611131515,PCK00001,24.00,26,10423,140424,1,TESTSCHE
206,8850389101391,PCK00001,4.00,20,10467,140508,1,TESTSCHE,4.00
207,8850389100684,PCK00001,4.00,26,10466,140508,1,TESTSCHE,4.00
207,8850389101391,PCK00001,5.00,26,10466,140508,2,TESTSCHE,5.00
207,8850389100691,PCK00001,3.00,26,10466,140508,3,TESTSCHE,3.00
207,8850389106273,PCK00001,2.00,26,10466,140508,4,TESTSCHE
208,8992760221028,PCK00001,3.00,30,10468,140508,1,TESTSCH2
209,8992760221028,PCK00001,2.00,40,10469,140508,1,TESTSCH2,2.00
209,6901668062093,PCK00001,1.00,40,10469,140508,2,TESTSCH2,1.00
209,8992760221066,PCK00001,6.00,40,10469,140508,3,TESTSCH2,6.00
210,4800611546760,PCK00001,2.00,20,10472,140509,1,TESTSCHE,2.00
210,4800611000279,PCK00001,3.00,20,10472,140509,2,TESTSCHE,3.00
210,4800611411471,PCK00001,4.00,20,10472,140509,3,TESTSCHE,4.00
211,4800611546760,PCK00001,6.00,26,10473,140509,1,TESTSCHE
211,4800611411471,PCK00001,2.00,26,10473,140509,2,TESTSCHE
211,4800611131515,PCK00001,5.00,26,10473,140509,3,TESTSCHE
212,4800611546760,PCK00001,3.00,20,10474,140509,1,TESTSCHE,3.00
212,4800611000279,PCK00001,3.00,20,10474,140509,2,TESTSCHE,3.00
215,4800047820212,PCK00001,5.00,20,10475,140509,1
217,4800047840029,PCK00001,5.00,20,10476,140509,1
217,4800047820212,PCK00001,5.00,20,10476,140509,2
219,4800047840029,PCK00001,5.00,20,10477,140509,1
219,4800047820212,PCK00001,5.00,20,10477,140509,2
221,4800047840029,PCK00001,5.00,20,10478,140509,1
221,4800047820212,PCK00001,5.00,20,10478,140509,2
223,4800047840029,PCK00001,5.00,20,10479,140509,1
223,4800047820212,PCK00001,5.00,20,10479,140509,2
225,4800047840029,PCK00001,5.00,20,10480,140509,1
225,4800047820212,PCK00001,5.00,20,10480,140509,2
227,2800215209995,PCK00001,1.00,20,10481,140509,1,1.00
227,2800215209995,PCK00002,1.00,20,10481,140509,2,1.00
230,4800010075243,1AOA11,2.00,20,10482,140509,1,GROUP-A
230,4800016082634,1AOA11,4.00,20,10482,140509,2,GROUP-A
230,4800010075069,1AOA12,5.00,20,10482,140509,3,GROUP-A
230,4800016078569,1AOA12,5.00,20,10483,140509,4,GROUP-A
230,4800016076756,1AOA21,2.00,20,10483,140509,5,GROUP-A
230,4800016076282,1AOA22,4.00,20,10482,140509,6,GROUP-A
230,4800016076299,1AOA22,1.00,20,10482,140509,7,GROUP-A
230,4800016077081,1AOA22,5.00,20,10482,140509,8,GROUP-A
230,4800016078590,1AOA31,6.00,20,10482,140509,9,GROUP-A
230,4800016076299,1AOA32,2.00,20,10482,140509,10,GROUP-A
230,4800016076756,1AOB11,1.00,20,10483,140509,11,GROUP-A
231,4800010076073,1AOA11,3.00,30,10484,140509,1,GROUP-A
231,4800016078569,1AOA12,3.00,30,10484,140509,2,GROUP-A
231,4800016083877,1AOA21,3.00,30,10485,140509,3,GROUP-A
231,4800016083877,1AOA21,4.00,30,10486,140509,4,GROUP-A
231,4800016076299,1AOA32,2.00,30,10484,140509,5,GROUP-A
231,4800010076073,1AOA32,1.00,30,10484,140509,6,GROUP-A
231,4800010076073,1AOA32,3.00,30,10485,140509,7,GROUP-A
231,4800016113048,1AOA32,1.00,30,10484,140509,8,GROUP-A
231,4800016076299,1AOB11,1.00,30,10484,140509,9,GROUP-A
231,4800016083921,1AOB11,6.00,30,10485,140509,10,GROUP-A
231,4800016083921,1AOB11,3.00,30,10486,140509,11,GROUP-A
231,4800016113048,1AOB12,2.00,30,10484,140509,12,GROUP-A
232,4800016083907,1AOA11,3.00,26,10487,140509,1,GROUP-A
232,4800016082634,1AOA11,4.00,26,10487,140509,2,GROUP-A
232,4800016083877,1AOA21,4.00,26,10487,140509,3,GROUP-A
232,4800016083921,1AOB11,5.00,26,10487,140509,4,GROUP-A
233,4800016078569,1AOA12,3.00,40,10489,140509,1,GROUP-A
233,4800016078590,1AOA31,5.00,40,10489,140509,2,GROUP-A
233,4800016076299,1AOB11,2.00,40,10489,140509,3,GROUP-A
233,4800016083921,1AOB11,4.00,40,10489,140509,4,GROUP-A
234,4800010075243,1AOA11,2.00,20,10490,140515,1,GROUP-A
234,4800016082634,1AOA11,4.00,20,10490,140515,2,GROUP-A
234,4800010075069,1AOA12,5.00,20,10490,140515,3,GROUP-A
234,4800016078569,1AOA12,5.00,20,10491,140515,4,GROUP-A
234,4800016076756,1AOA21,2.00,20,10491,140515,5,GROUP-A
234,4800016076282,1AOA22,4.00,20,10490,140515,6,GROUP-A
234,4800016076299,1AOA22,1.00,20,10490,140515,7,GROUP-A
234,4800016077081,1AOA22,5.00,20,10490,140515,8,GROUP-A
234,4800016078590,1AOA31,6.00,20,10490,140515,9,GROUP-A
234,4800016076299,1AOA32,2.00,20,10490,140515,10,GROUP-A
234,4800016076756,1AOB11,1.00,20,10491,140515,11,GROUP-A
235,4800010076073,1AOA11,3.00,30,10492,140515,1,GROUP-A
235,4800016078569,1AOA12,3.00,30,10492,140515,2,GROUP-A
235,4800016083877,1AOA21,3.00,30,10493,140515,3,GROUP-A
235,4800016076299,1AOA32,2.00,30,10492,140515,4,GROUP-A
235,4800010076073,1AOA32,1.00,30,10492,140515,5,GROUP-A
235,4800016113048,1AOA32,1.00,30,10492,140515,6,GROUP-A
235,4800016076299,1AOB11,1.00,30,10492,140515,7,GROUP-A
235,4800016083921,1AOB11,6.00,30,10493,140515,8,GROUP-A
235,4800016113048,1AOB12,2.00,30,10492,140515,9,GROUP-A
236,4800016083907,1AOA11,3.00,26,10494,140515,1,GROUP-A
236,4800016082634,1AOA11,4.00,26,10494,140515,2,GROUP-A
236,4800016078569,1AOA12,3.00,26,10495,140515,3,GROUP-A
236,4800016083877,1AOA21,5.00,26,10494,140515,4,GROUP-A
236,4800016078590,1AOA31,2.00,26,10495,140515,5,GROUP-A
236,4800016083921,1AOB11,5.00,26,10494,140515,6,GROUP-A
237,4800016078569,1AOA12,1.00,40,10496,140515,1,GROUP-A
237,4800016078590,1AOA31,3.00,40,10496,140515,2,GROUP-A
237,4800016076299,1AOB11,2.00,40,10496,140515,3,GROUP-A
237,4800016083921,1AOB11,4.00,40,10496,140515,4,GROUP-A
243,9300830006595,PCK00001,3.00,20,10501,140523,1,GROUP-A,3.00
243,8999999005689,PCK00001,3.00,20,10501,140523,2,GROUP-A,3.00
243,8999999005672,PCK00001,4.00,20,10501,140523,3,GROUP-A,4.00
243,8999999025991,PCK00001,5.00,20,10501,140523,4,GROUP-A,5.00
243,4800086038746,PCK00001,5.00,20,10501,140523,5,GROUP-A,5.00
244,8999999025984,PCK00001,1.00,30,10502,140523,1,GROUP-A
244,8999999025991,PCK00001,3.00,30,10502,140523,2,GROUP-A
244,4800086038760,PCK00001,4.00,30,10502,140523,3,GROUP-A
244,4800086038746,PCK00001,6.00,30,10502,140523,4,GROUP-A
244,4800086038616,PCK00001,2.00,30,10503,140523,5,GROUP-A
244,4800086034670,PCK00001,4.00,30,10503,140523,6,GROUP-A
245,8999999005689,PCK00001,3.00,40,10504,140523,1,GROUP-A
245,8999999005610,PCK00001,2.00,40,10504,140523,2,GROUP-A
245,8999999005672,PCK00001,5.00,40,10504,140523,3,GROUP-A
245,8999999025991,PCK00001,5.00,40,10504,140523,4,GROUP-A
245,4800086134325,PCK00001,3.00,40,10505,140523,5,GROUP-A
245,4800086034670,PCK00001,3.00,40,10505,140523,6,GROUP-A
250,9300830006595,PCK00001,3.00,20,10506,140526,1,GROUP-A,3.00
250,8999999005672,PCK00001,6.00,20,10506,140526,2,GROUP-A,6.00
250,4800086038746,PCK00001,1.00,20,10506,140526,3,GROUP-A,1.00
252,8999999005689,PCK00001,1.00,20,10508,140527,1,GROUP-A
252,8999999005610,PCK00001,2.00,20,10508,140527,2,GROUP-A
252,8999999005672,PCK00001,1.00,20,10508,140527,3,GROUP-A
253,8999999005689,PCK00001,2.00,30,10509,140527,1,GROUP-A
253,8999999005672,PCK00001,1.00,30,10509,140527,2,GROUP-A
253,4800086038944,PCK00001,1.00,30,10509,140527,3,GROUP-A
254,8999999005672,PCK00001,2.00,40,10510,140527,1,GROUP-A
254,4800086039446,PCK00001,3.00,40,10510,140527,2,GROUP-A
258,8999999005597,PCK00001,1.00,20,10511,140527,1,GROUP-A
259,4800086134325,PCK00001,1.00,30,10512,140527,1,GROUP-A,1.00
260,4800086038944,PCK00001,2.00,40,10513,140527,1,GROUP-A
260,4800086038753,PCK00001,1.00,40,10513,140527,2,GROUP-A
264,9300830006595,PCK00001,2.00,26,10518,140527,1,GROUP-A
264,9300830006588,PCK00001,1.00,26,10518,140527,2,GROUP-A
265,9300830006595,PCK00001,1.00,40,10517,140527,1,GROUP-A
265,9300830006588,PCK00001,2.00,40,10517,140527,2,GROUP-A
265,8999999005689,PCK00001,2.00,40,10517,140527,3,GROUP-A
266,9300830006595,PCK00001,1.00,50,10519,140527,1,GROUP-A
266,9300830006588,PCK00001,2.00,50,10519,140527,2,GROUP-A
266,8999999005689,PCK00001,1.00,50,10519,140527,3,GROUP-A
272,9300830006595,PCK00001,1.00,20,10520,140527,1,GROUP-A
272,8999999025984,PCK00001,1.00,20,10520,140527,2,GROUP-A
273,9300830006595,PCK00001,1.00,30,10522,140527,1,GROUP-A,1.00
273,8999999025984,PCK00001,2.00,30,10522,140527,2,GROUP-A,2.00
274,9300830006595,PCK00001,1.00,26,10521,140527,1,GROUP-A,1.00
274,8999999025984,PCK00001,1.00,26,10521,140527,2,GROUP-A
275,9300830006595,PCK00001,1.00,40,10523,140527,1,GROUP-A
275,8999999025984,PCK00001,2.00,40,10523,140527,2,GROUP-A
276,9300830006595,PCK00001,1.00,50,10524,140527,1,GROUP-A
276,8999999025984,PCK00001,3.00,50,10524,140527,2,GROUP-A
283,4800086040893,PCK00001,4.00,20,10526,140528,1,GROUP-A
284,4800086040893,PCK00001,3.00,30,10527,140528,1,GROUP-A
284,4800086040923,PCK00001,2.00,30,10527,140528,2,GROUP-A
284,4800086040909,PCK00001,3.00,30,10527,140528,3,GROUP-A
285,4800086040893,PCK00001,2.00,40,10528,140528,1,GROUP-A
285,4800086040923,PCK00001,4.00,40,10528,140528,2,GROUP-A
258,8999999005597,PCK00001,1.00,20,10511,140527,2,GROUP-A,1.00
272,9300830006595,PCK00001,1.00,20,10520,140527,3,GROUP-A,1.00
274,8999999025984,PCK00001,1.00,26,10521,140527,3,GROUP-A,1.00
